YEAR,DISTRICT ,SCHOOL,TOTAL CANDIDATES,TOTAL DIV 1,% DIV 1,TOTAL DIV 2,% DIV 2,TOTAL DIV 3,% DIV 3,TOTAL DIV 4,% DIV 4,TOTAL DIV 7,% DIV 7,TOTAL DIV 9,% DIV 9,TOTAL X,% X,FEMALE CANDIDATES,FEMALE TOTAL DIV1 ,FEMALE % DIV1 ,FEMALE TOTAL DIV2 ,FEMALE % DIV2,FEMALE TOTAL DIV3,FEMALE % DIV3,FEMALE TOTAL DIV4,FEMALE % DIV4,FEMALE TOTAL DIV7,FEMALE % DIV7,FEMALE TOTAL DIV9,FEMALE % DIV9,FEMALE TOTAL X,FEMALE % X ,MALE CANDIDATES,MALE TOTAL DIV1 ,MALE % DIV1 ,MALE TOTAL DIV2 ,MALE % DIV2,MALE TOTAL DIV3,MALE % DIV3,MALE TOTAL DIV4,MALE % DIV4 ,MALE TOTAL DIV7 ,MALE % DIV7,MALE TOTAL DIV9 ,MALE % DIV9,MALE TOTAL X ,MALE % X
2011,ADJUMANI,MUNGULA SECONDARY SCHOOL,38,,0,,0,5,13.2,26,68.4,,0,3,7.9,4,10.5,5,,0,,0,,0,2,40,,0,1,20,2,40,33,,0,,0,,15.2,5,72.7,24,0,,6.1,2,6.1
2011,ADJUMANI,"OFUA SEED SECONDARY SCHOOL,ADJUMANI",38,,0,11,28.9,11,28.9,16,42.1,,0,,0,,0,9,,0,,0,5,55.6,4,44.4,,0,,0,,0,29,,0,,37.9,11,20.7,6,41.4,12,0,,0,,0
2011,ADJUMANI,PEKELE COMPREHENSIVE COLLEGE,50,,0,1,2,14,28,31,62,,0,4,8,,0,27,,0,,0,3,11.1,21,77.8,,0,3,11.1,,0,23,,0,,4.3,1,47.8,11,43.5,10,0,,4.3,1,0
2011,KALANGALA,BISHOP DUNSTAN NSUBUGA SECONDARY SCHOOL,15,,0,1,6.7,6,40,6,40,,0,,0,2,13.3,2,,0,,0,,0,2,100,,0,,0,,0,13,,0,,7.7,1,46.2,6,30.8,4,0,,0,,15.4
2011,KALANGALA,BUKASA SECONDARY SCHOOL,13,,0,3,23.1,4,30.8,4,30.8,,0,,0,2,15.4,8,,0,3,37.5,2,25,3,37.5,,0,,0,,0,5,,0,,0,,40,2,20,1,0,,0,,40
2011,SHEEMA,KIHUNDA PARENTS' SECONDARY SCHOOL,96,,0,10,10.4,26,27.1,56,58.3,,0,3,3.1,1,1,49,,0,3,6.1,8,16.3,34,69.4,,0,3,6.1,1,2,47,,0,,14.9,7,38.3,18,46.8,22,0,,0,,0
2011,SHEEMA,"ST.PETER'S SECONDARY SCHOOL,KABWOHE",85,,0,8,9.4,15,17.6,60,70.6,,0,2,2.4,,0,46,,0,3,6.5,7,15.2,35,76.1,,0,1,2.2,,0,39,,0,,12.8,5,20.5,8,64.1,25,0,,2.6,1,0
2011,BUTALEJA,"BUGALO COLLEGE,BWIRYA BUTALEJA",89,,0,9,10.1,28,31.5,47,52.8,,0,2,2.2,3,3.4,36,,0,2,5.6,13,36.1,17,47.2,,0,1,2.8,3,8.3,53,,0,,13.2,7,28.3,15,56.6,30,0,,1.9,1,0
2011,BUTALEJA,BUSABA SEED SECONDARY SCHOOL,43,,0,2,4.7,7,16.3,27,62.8,,0,4,9.3,3,7,17,,0,,0,3,17.6,11,64.7,,0,1,5.9,2,11.8,26,,0,,7.7,2,15.4,4,61.5,16,0,,11.5,3,3.8
2011,BUTALEJA,BUSABI SECONDARY SCHOOL,41,,0,5,12.2,7,17.1,26,63.4,,0,1,2.4,2,4.9,5,,0,,0,,0,5,100,,0,,0,,0,36,,0,,13.9,5,19.4,7,58.3,21,0,,2.8,1,5.6
2011,BUTALEJA,BUSOLWE BRIGHT LIGHT COLLEGE,26,,0,1,3.8,3,11.5,12,46.2,1,3.8,4,15.4,5,19.2,5,,0,,0,,0,2,40,,0,1,20,2,40,21,,0,,4.8,1,14.3,3,47.6,10,4.8,1,14.3,3,14.3
2011,BUTALEJA,HASAHYA SECONDARY SCHOOL,192,,0,12,6.3,34,17.7,107,55.7,2,1,32,16.7,5,2.6,67,,0,1,1.5,9,13.4,43,64.2,,0,13,19.4,1,1.5,125,,0,,8.8,11,20,25,51.2,64,1.6,2,15.2,19,3.2
2011,BUTALEJA,MUGULU HIGH SCHOOL,71,,0,3,4.2,10,14.1,48,67.6,,0,7,9.9,3,4.2,22,,0,,0,2,9.1,19,86.4,,0,1,4.5,,0,49,,0,,6.1,3,16.3,8,59.2,29,0,,12.2,6,6.1
2011,BUTALEJA,THE EQUATORIAL COLLEGE BUSOLWE,68,,0,4,5.9,21,30.9,36,52.9,,0,5,7.4,2,2.9,22,,0,1,4.5,7,31.8,13,59.1,,0,,0,1,4.5,46,,0,,6.5,3,30.4,14,50,23,0,,10.9,5,2.2
2011,GOMBA,BUKALAGI UGANDA MARTYRS SECONDARY SCHOOL,40,,0,1,2.5,10,25,23,57.5,,0,6,15,,0,23,,0,,0,3,13,15,65.2,,0,5,21.7,,0,17,,0,,5.9,1,41.2,7,47.1,8,0,,5.9,1,0
2011,GOMBA,"BUKANDULA COLLEGE,GOMBA",82,,0,9,11,10,12.2,59,72,,0,2,2.4,2,2.4,40,,0,2,5,3,7.5,34,85,,0,,0,1,2.5,42,,0,,16.7,7,16.7,7,59.5,25,0,,4.8,2,2.4
2011,GOMBA,KABULASOKE SECONDARY SCHOOL,35,,0,,0,3,8.6,28,80,,0,2,5.7,2,5.7,17,,0,,0,,0,14,82.4,,0,1,5.9,2,11.8,18,,0,,0,,16.7,3,77.8,14,0,,5.6,1,0
2011,GOMBA,KASAKA SECONDARY SCHOOL,108,,0,12,11.1,27,25,65,60.2,,0,2,1.9,2,1.9,49,,0,4,8.2,15,30.6,29,59.2,,0,,0,1,2,59,,0,,13.6,8,20.3,12,61,36,0,,3.4,2,1.7
2011,GOMBA,MPENJA SECONDARY SCHOOL,119,,0,8,6.7,30,25.2,76,63.9,,0,3,2.5,2,1.7,55,,0,4,7.3,15,27.3,33,60,,0,1,1.8,2,3.6,64,,0,,6.3,4,23.4,15,67.2,43,0,,3.1,2,0
2011,IGANGA,BUBINGA HIGH SCHOOL,141,,0,6,4.3,14,9.9,108,76.6,1,0.7,9,6.4,3,2.1,39,,0,1,2.6,6,15.4,31,79.5,,0,1,2.6,,0,102,,0,,4.9,5,7.8,8,75.5,77,1,1,7.8,8,2.9
2011,IGANGA,"BUGWERI COLLEGE,IDUDI",55,,0,1,1.8,8,14.5,37,67.3,1,1.8,7,12.7,1,1.8,25,,0,1,4,2,8,18,72,,0,3,12,1,4,30,,0,,0,,20,6,63.3,19,3.3,1,13.3,4,0
2011,IGANGA,"COMPREHENSIVE SECONDARY SCHOOL,BUBOGO",60,,0,5,8.3,6,10,48,80,,0,1,1.7,,0,37,,0,2,5.4,4,10.8,31,83.8,,0,,0,,0,23,,0,,13,3,8.7,2,73.9,17,0,,4.3,1,0
2011,IGANGA,IGANGA TOWN VIEW SECONDARY SCHOOL,98,,0,5,5.1,21,21.4,61,62.2,,0,9,9.2,2,2,54,,0,1,1.9,12,22.2,34,63,,0,7,13,,0,44,,0,,9.1,4,20.5,9,61.4,27,0,,4.5,2,4.5
2011,IGANGA,ITANDA SECONDARY SCHOOL,104,,0,5,4.8,21,20.2,62,59.6,,0,13,12.5,3,2.9,39,,0,2,5.1,8,20.5,19,48.7,,0,8,20.5,2,5.1,65,,0,,4.6,3,20,13,66.2,43,0,,7.7,5,1.5
2011,IGANGA,NAMUNGALWE PARENTS SECONDARY SCHOOL,41,,0,1,2.4,1,2.4,29,70.7,,0,7,17.1,3,7.3,19,,0,,0,,0,14,73.7,,0,4,21.1,1,5.3,22,,0,,4.5,1,4.5,1,68.2,15,0,,13.6,3,9.1
2011,IGANGA,"PRAGMATIC SECONDARY SCHOOL,NABITENDE",110,,0,11,10,30,27.3,60,54.5,1,0.9,6,5.5,2,1.8,52,,0,5,9.6,14,26.9,28,53.8,,0,3,5.8,2,3.8,58,,0,,10.3,6,27.6,16,55.2,32,1.7,1,5.2,3,0
2011,IGANGA,ST.MATHIAS MAWAGALA SECONDARY SCHOOL,95,,0,5,5.3,16,16.8,61,64.2,1,1.1,9,9.5,3,3.2,44,,0,,0,6,13.6,34,77.3,,0,4,9.1,,0,51,,0,,9.8,5,19.6,10,52.9,27,2,1,9.8,5,5.9
2011,IGANGA,"ST.MICHAEL GATEWAY SS,IGANGA",30,,0,4,13.3,5,16.7,17,56.7,,0,3,10,1,3.3,15,,0,3,20,2,13.3,8,53.3,,0,2,13.3,,0,15,,0,,6.7,1,20,3,60,9,0,,6.7,1,6.7
2011,IGANGA,"ST.PAUL COLLEGE,NAKABAALE",85,,0,5,5.9,10,11.8,52,61.2,3,3.5,10,11.8,5,5.9,39,,0,2,5.1,2,5.1,24,61.5,1,2.6,6,15.4,4,10.3,46,,0,,6.5,3,17.4,8,60.9,28,4.3,2,8.7,4,2.2
2011,IGANGA,"ST.PAUL SECONDARY SCHOOL,NASUTI",88,,0,13,14.8,24,27.3,39,44.3,,0,8,9.1,4,4.5,40,,0,4,10,9,22.5,20,50,,0,5,12.5,2,5,48,,0,,18.8,9,31.3,15,39.6,19,0,,6.3,3,4.2
2011,IGANGA,"UNITED COLLEGE SCHOOL,NABITENDE",30,,0,1,3.3,4,13.3,20,66.7,1,3.3,2,6.7,2,6.7,13,,0,1,7.7,1,7.7,10,76.9,1,7.7,,0,,0,17,,0,,0,,17.6,3,58.8,10,0,,11.8,2,11.8
2011,IGANGA,UTHMAN BIN AFFAN ISLAMIC INSTITUTE,31,,0,2,6.5,8,25.8,16,51.6,,0,3,9.7,2,6.5,11,,0,,0,3,27.3,6,54.5,,0,1,9.1,1,9.1,20,,0,,10,2,25,5,50,10,0,,10,2,5
2011,IGANGA,"WESLEY HIGH SCHOOL,IGANGA",15,,0,,0,3,20,11,73.3,,0,,0,1,6.7,11,,0,,0,1,9.1,9,81.8,,0,,0,1,9.1,4,,0,,0,,50,2,50,2,0,,0,,0
2011,IGANGA,WESLEY SS AND VOCATIONAL SCHOOL,21,,0,2,9.5,3,14.3,13,61.9,,0,2,9.5,1,4.8,15,,0,,0,2,13.3,11,73.3,,0,1,6.7,1,6.7,6,,0,,33.3,2,16.7,1,33.3,2,0,,16.7,1,0
2011,BULAMBULI,BUGINYANYA COMPREHENSIVE SS,121,,0,4,3.3,23,19,67,55.4,2,1.7,21,17.4,4,3.3,55,,0,2,3.6,5,9.1,32,58.2,1,1.8,14,25.5,1,1.8,66,,0,,3,2,27.3,18,53,35,1.5,1,10.6,7,4.5
2011,BULAMBULI,BULAGO SECONDARY SCHOOL,76,,0,3,3.9,12,15.8,45,59.2,,0,12,15.8,4,5.3,19,,0,1,5.3,2,10.5,13,68.4,,0,3,15.8,,0,57,,0,,3.5,2,17.5,10,56.1,32,0,,15.8,9,7
2011,BULAMBULI,MUYEMBE HIGH SCHOOL,83,,0,7,8.4,29,34.9,43,51.8,,0,4,4.8,,0,41,,0,1,2.4,12,29.3,25,61,,0,3,7.3,,0,42,,0,,14.3,6,40.5,17,42.9,18,0,,2.4,1,0
2011,BULAMBULI,NABONGO SECONDARY SCHOOL,134,,0,3,2.2,18,13.4,82,61.2,,0,29,21.6,2,1.5,48,,0,1,2.1,5,10.4,31,64.6,,0,10,20.8,1,2.1,86,,0,,2.3,2,15.1,13,59.3,51,0,,22.1,19,1.2
2011,BULAMBULI,ST.JOSEPH BUYAGA SECONDARY SCHOOL,102,,0,6,5.9,19,18.6,62,60.8,,0,14,13.7,1,1,43,,0,2,4.7,9,20.9,25,58.1,,0,7,16.3,,0,59,,0,,6.8,4,16.9,10,62.7,37,0,,11.9,7,1.7
2011,BULAMBULI,TUNYI GIRLS' SECONDARY SCHOOL,36,,0,1,2.8,8,22.2,20,55.6,,0,4,11.1,3,8.3,13,,0,1,7.7,5,38.5,6,46.2,,0,,0,1,7.7,23,,0,,0,,13,3,60.9,14,0,,17.4,4,8.7
2011,KITGUM MAIN,KITGUM ALLIANCE COLLEGE,80,,0,2,2.5,11,13.8,58,72.5,1,1.3,6,7.5,2,2.5,38,,0,,0,4,10.5,29,76.3,,0,5,13.2,,0,42,,0,,4.8,2,16.7,7,69,29,2.4,1,2.4,1,4.8
2011,KITGUM MAIN,KITGUM PROGRESSIVE COLLEGE,149,,0,13,8.7,28,18.8,93,62.4,1,0.7,8,5.4,6,4,38,,0,1,2.6,3,7.9,30,78.9,,0,4,10.5,,0,111,,0,,10.8,12,22.5,25,56.8,63,0.9,1,3.6,4,5.4
2011,KITGUM MAIN,KITGUM VISION COLLEGE,144,,0,6,4.2,30,20.8,92,63.9,,0,11,7.6,5,3.5,48,,0,,0,7,14.6,30,62.5,,0,7,14.6,4,8.3,96,,0,,6.3,6,24,23,64.6,62,0,,4.2,4,1
2011,KITGUM MAIN,"OXFARD COLLEGE,KITGUM",44,,0,3,6.8,9,20.5,28,63.6,1,2.3,3,6.8,,0,11,,0,1,9.1,1,9.1,8,72.7,,0,1,9.1,,0,33,,0,,6.1,2,24.2,8,60.6,20,3,1,6.1,2,0
2011,KITGUM MAIN,"ST.BAKHITA GIRLS' SS,KITGUM",47,,0,9,19.1,18,38.3,19,40.4,,0,1,2.1,,0,47,,0,9,19.1,18,38.3,19,40.4,,0,1,2.1,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,BUKOMANSIMBI,KIRYASSAAKA SECONDARY SCHOOL,44,,0,5,11.4,8,18.2,31,70.5,,0,,0,,0,22,,0,1,4.5,4,18.2,17,77.3,,0,,0,,0,22,,0,,18.2,4,18.2,4,63.6,14,0,,0,,0
2011,BUKOMANSIMBI,"LIGHT SECONDARY SCHOOL,KITOMA",69,,0,17,24.6,18,26.1,31,44.9,,0,2,2.9,1,1.4,37,,0,7,18.9,10,27,18,48.6,,0,1,2.7,1,2.7,32,,0,,31.3,10,25,8,40.6,13,0,,3.1,1,0
2011,BUKOMANSIMBI,"ST.JOSEPH SECONDARY SCHOOL,BUTENGA",25,,0,4,16,7,28,13,52,,0,1,4,,0,8,,0,1,12.5,1,12.5,6,75,,0,,0,,0,17,,0,,17.6,3,35.3,6,41.2,7,0,,5.9,1,0
2011,BUKOMANSIMBI,"ST.PETER'S COLLEGE SCHOOL,KISOJO",27,,0,3,11.1,4,14.8,18,66.7,,0,,0,2,7.4,14,,0,,0,,0,12,85.7,,0,,0,2,14.3,13,,0,,23.1,3,30.8,4,46.2,6,0,,0,,0
2011,BUKOMANSIMBI,UGANDA MARTYRS' BUYOGA SECONDARY SCHOOL,65,,0,6,9.2,18,27.7,36,55.4,,0,4,6.2,1,1.5,31,,0,3,9.7,7,22.6,19,61.3,,0,1,3.2,1,3.2,34,,0,,8.8,3,32.4,11,50,17,0,,8.8,3,0
2011,LYANTONDE,KACHEERA HIGH SCHOOL,28,,0,3,10.7,4,14.3,19,67.9,,0,,0,2,7.1,17,,0,2,11.8,2,11.8,13,76.5,,0,,0,,0,11,,0,,9.1,1,18.2,2,54.5,6,0,,0,,18.2
2011,LYANTONDE,KINUUKA SEED SECONDARY SCHOOL,64,,0,6,9.4,15,23.4,37,57.8,,0,2,3.1,4,6.3,20,,0,2,10,5,25,10,50,,0,1,5,2,10,44,,0,,9.1,4,22.7,10,61.4,27,0,,2.3,1,4.5
2011,AGAGO,OMOT SEED SECONDARY SCHOOL,78,,0,6,7.7,19,24.4,45,57.7,,0,6,7.7,2,2.6,20,,0,,0,3,15,13,65,,0,4,20,,0,58,,0,,10.3,6,27.6,16,55.2,32,0,,3.4,2,3.4
2011,MASAKA MAIN,"BADRU KAKUNGULU SS,KYAZANGA",46,,0,2,4.3,8,17.4,33,71.7,,0,2,4.3,1,2.2,23,,0,1,4.3,1,4.3,20,87,,0,1,4.3,,0,23,,0,,4.3,1,30.4,7,56.5,13,0,,4.3,1,4.3
2011,MASAKA MAIN,GGULAMA SECONDARY SCHOOL,37,,0,5,13.5,14,37.8,18,48.6,,0,,0,,0,21,,0,2,9.5,10,47.6,9,42.9,,0,,0,,0,16,,0,,18.8,3,25,4,56.3,9,0,,0,,0
2011,MASAKA MAIN,"GREEN HILL SECONDARY SCHOOL,MASAKA",15,,0,1,6.7,5,33.3,9,60,,0,,0,,0,8,,0,1,12.5,2,25,5,62.5,,0,,0,,0,7,,0,,0,,42.9,3,57.1,4,0,,0,,0
2011,MASAKA MAIN,"JOHN HILL SECONDARY SCHOOL,GGULAMA",21,,0,5,23.8,8,38.1,8,38.1,,0,,0,,0,13,,0,5,38.5,4,30.8,4,30.8,,0,,0,,0,8,,0,,0,,50,4,50,4,0,,0,,0
2011,MASAKA MAIN,KIKUNGWE SECONDARY SCHOOL,114,,0,12,10.5,35,30.7,60,52.6,1,0.9,3,2.6,3,2.6,58,,0,6,10.3,15,25.9,31,53.4,1,1.7,2,3.4,3,5.2,56,,0,,10.7,6,35.7,20,51.8,29,0,,1.8,1,0
2011,MASAKA MAIN,MASAKA HALL,82,,0,5,6.1,15,18.3,50,61,4,4.9,4,4.9,4,4.9,47,,0,3,6.4,8,17,28,59.6,2,4.3,4,8.5,2,4.3,35,,0,,5.7,2,20,7,62.9,22,5.7,2,0,,5.7
2011,MASAKA MAIN,MASAKA HIGH SCHOOL,13,,0,,0,,0,10,76.9,1,7.7,2,15.4,,0,8,,0,,0,,0,5,62.5,1,12.5,2,25,,0,5,,0,,0,,0,,100,5,0,,0,,0
2011,MASAKA MAIN,MBIRIZI HIGH SCHOOL,53,,0,10,18.9,12,22.6,28,52.8,,0,,0,3,5.7,35,,0,4,11.4,6,17.1,24,68.6,,0,,0,1,2.9,18,,0,,33.3,6,33.3,6,22.2,4,0,,0,,11.1
2011,MASAKA MAIN,"MIVULE SECONDARY SCHOOL,BUKAKATA",47,,0,3,6.4,13,27.7,29,61.7,,0,,0,2,4.3,21,,0,,0,4,19,17,81,,0,,0,,0,26,,0,,11.5,3,34.6,9,46.2,12,0,,0,,7.7
2011,MASAKA MAIN,"MODERN HIGH SCHOOL,KYAZANGA",63,,0,2,3.2,13,20.6,42,66.7,,0,5,7.9,1,1.6,38,,0,,0,3,7.9,29,76.3,,0,5,13.2,1,2.6,25,,0,,8,2,40,10,52,13,0,,0,,0
2011,MASAKA MAIN,"NELSON MANDELA SECONDARY SCHOOL,MASAKA",58,,0,9,15.5,12,20.7,33,56.9,2,3.4,1,1.7,1,1.7,39,,0,5,12.8,9,23.1,22,56.4,2,5.1,,0,1,2.6,19,,0,,21.1,4,15.8,3,57.9,11,0,,5.3,1,0
2011,MASAKA MAIN,"NSERESTER VOCATIONAL SS,MASAKA",28,,0,2,7.1,10,35.7,15,53.6,,0,1,3.6,,0,13,,0,1,7.7,6,46.2,5,38.5,,0,1,7.7,,0,15,,0,,6.7,1,26.7,4,66.7,10,0,,0,,0
2011,MASAKA MAIN,"ST.BENEDICT SECONDARY SCHOOL,MUKOKO",50,,0,,0,8,16,35,70,3,6,3,6,1,2,29,,0,,0,5,17.2,19,65.5,1,3.4,3,10.3,1,3.4,21,,0,,0,,14.3,3,76.2,16,9.5,2,0,,0
2011,MASAKA MAIN,"ST.HENRY'S HIGH SCHOOL,KABOYO",12,,0,,0,2,16.7,9,75,,0,1,8.3,,0,7,,0,,0,1,14.3,5,71.4,,0,1,14.3,,0,5,,0,,0,,20,1,80,4,0,,0,,0
2011,RUKUNGIRI,"BISHOP ROBERT VOCATIONAL SS,RWAMAGAYA",51,,0,1,2,12,23.5,34,66.7,,0,2,3.9,2,3.9,28,,0,1,3.6,4,14.3,20,71.4,,0,2,7.1,1,3.6,23,,0,,0,,34.8,8,60.9,14,0,,0,,4.3
2011,RUKUNGIRI,BWAMBARA SECONDARY SCHOOL,41,,0,3,7.3,10,24.4,28,68.3,,0,,0,,0,17,,0,,0,6,35.3,11,64.7,,0,,0,,0,24,,0,,12.5,3,16.7,4,70.8,17,0,,0,,0
2011,RUKUNGIRI,"HOLYFIELD HIGH SCHOOL,BUYANJA",71,,0,8,11.3,13,18.3,44,62,,0,2,2.8,4,5.6,33,,0,3,9.1,5,15.2,23,69.7,,0,1,3,1,3,38,,0,,13.2,5,21.1,8,55.3,21,0,,2.6,1,7.9
2011,RUKUNGIRI,KYABUGASHE HIGH SCHOOL,55,,0,9,16.4,17,30.9,28,50.9,,0,,0,1,1.8,29,,0,3,10.3,11,37.9,15,51.7,,0,,0,,0,26,,0,,23.1,6,23.1,6,50,13,0,,0,,3.8
2011,RUKUNGIRI,NYABITEETE SECONDARY SCHOOL,109,,0,14,12.8,30,27.5,57,52.3,,0,8,7.3,,0,48,,0,7,14.6,9,18.8,27,56.3,,0,5,10.4,,0,61,,0,,11.5,7,34.4,21,49.2,30,0,,4.9,3,0
2011,RUKUNGIRI,NYARUSHANJE HIGH SCHOOL,80,,0,8,10,16,20,50,62.5,1,1.3,2,2.5,3,3.8,44,,0,3,6.8,4,9.1,34,77.3,,0,2,4.5,1,2.3,36,,0,,13.9,5,33.3,12,44.4,16,2.8,1,0,,5.6
2011,RUKUNGIRI,RUKUNGIRI VOCATIONAL SECONDARY SCHOOL,26,,0,1,3.8,3,11.5,21,80.8,,0,1,3.8,,0,4,,0,,0,1,25,3,75,,0,,0,,0,22,,0,,4.5,1,9.1,2,81.8,18,0,,4.5,1,0
2011,RUKUNGIRI,ST.ANTHONY MABANGA SECONDARY SCHOOL,34,,0,4,11.8,3,8.8,24,70.6,1,2.9,,0,2,5.9,18,,0,4,22.2,1,5.6,13,72.2,,0,,0,,0,16,,0,,0,,12.5,2,68.8,11,6.3,1,0,,12.5
2011,RUKUNGIRI,ST.FRANCIS BUHUNGA HIGH SCHOOL,125,,0,8,6.4,33,26.4,77,61.6,,0,5,4,2,1.6,60,,0,,0,11,18.3,45,75,,0,3,5,1,1.7,65,,0,,12.3,8,33.8,22,49.2,32,0,,3.1,2,1.5
2011,RUKUNGIRI,"ST.JOHN BAPTIST MEMORIAL SS,KAHOKO",50,,0,6,12,24,48,19,38,1,2,,0,,0,29,,0,1,3.4,12,41.4,16,55.2,,0,,0,,0,21,,0,,23.8,5,57.1,12,14.3,3,4.8,1,0,,0
2011,RUKUNGIRI,"ST.JOSEPH'S VOCATIONAL SS,RUSHASHA",32,,0,12,37.5,13,40.6,7,21.9,,0,,0,,0,20,,0,7,35,6,30,7,35,,0,,0,,0,12,,0,,41.7,5,58.3,7,0,,0,,0,,0
2011,RUKUNGIRI,"ST.WILLIAM'S SECONDARY SCHOOL,RWENGIRI",88,,0,11,12.5,14,15.9,52,59.1,1,1.1,5,5.7,5,5.7,46,,0,5,10.9,6,13,30,65.2,,0,3,6.5,2,4.3,42,,0,,14.3,6,19,8,52.4,22,2.4,1,4.8,2,7.1
2011,MBARARA,ANKOLE HILL SCHOOL,50,,0,,0,9,18,36,72,1,2,1,2,3,6,30,,0,,0,3,10,24,80,,0,,0,3,10,20,,0,,0,,30,6,60,12,5,1,5,1,0
2011,MBARARA,"BOOMA HIGH SCHOOL,MBARARA",41,,0,2,4.9,6,14.6,13,31.7,,0,3,7.3,17,41.5,18,,0,1,5.6,3,16.7,7,38.9,,0,2,11.1,5,27.8,23,,0,,4.3,1,13,3,26.1,6,0,,4.3,1,52.2
2011,MBARARA,BOOMA INTERNATIONAL SCHOOL,62,,0,6,9.7,14,22.6,41,66.1,,0,,0,1,1.6,26,,0,4,15.4,6,23.1,16,61.5,,0,,0,,0,36,,0,,5.6,2,22.2,8,69.4,25,0,,0,,2.8
2011,MBARARA,"BREBAR HIGH SCHOOL,MBARARA",75,,0,5,6.7,15,20,50,66.7,1,1.3,2,2.7,2,2.7,39,,0,1,2.6,7,17.9,29,74.4,1,2.6,1,2.6,,0,36,,0,,11.1,4,22.2,8,58.3,21,0,,2.8,1,5.6
2011,MBARARA,"KENT FOUNDATION COLLEGE,MBARARA",67,,0,4,6,7,10.4,49,73.1,2,3,4,6,1,1.5,31,,0,,0,2,6.5,25,80.6,1,3.2,3,9.7,,0,36,,0,,11.1,4,13.9,5,66.7,24,2.8,1,2.8,1,2.8
2011,MBARARA,"NEW HIGH SCHOOL,BUKIRO",74,,0,5,6.8,14,18.9,51,68.9,,0,1,1.4,3,4.1,32,,0,2,6.3,5,15.6,24,75,,0,,0,1,3.1,42,,0,,7.1,3,21.4,9,64.3,27,0,,2.4,1,4.8
2011,MBARARA,NOMBE SECONDARY SCHOOL,133,,0,18,13.5,32,24.1,80,60.2,,0,3,2.3,,0,71,,0,10,14.1,13,18.3,46,64.8,,0,2,2.8,,0,62,,0,,12.9,8,30.6,19,54.8,34,0,,1.6,1,0
2011,MBARARA,RWANTSINGA HIGH SCHOOL,80,,0,10,12.5,20,25,46,57.5,,0,2,2.5,2,2.5,40,,0,5,12.5,12,30,21,52.5,,0,1,2.5,1,2.5,40,,0,,12.5,5,20,8,62.5,25,0,,2.5,1,2.5
2011,MBARARA,ST.ANNE'S VOCATIONAL SECONDARY SCHOOL,44,,0,9,20.5,18,40.9,17,38.6,,0,,0,,0,23,,0,3,13,10,43.5,10,43.5,,0,,0,,0,21,,0,,28.6,6,38.1,8,33.3,7,0,,0,,0
2011,MBARARA,"ST.PATRICK'S HIGH SCHOOL,KATUKURU",42,,0,7,16.7,17,40.5,17,40.5,,0,,0,1,2.4,23,,0,5,21.7,5,21.7,12,52.2,,0,,0,1,4.3,19,,0,,10.5,2,63.2,12,26.3,5,0,,0,,0
2011,MBARARA,"UNIVERSAL COLLEGE,MBARARA",59,,0,4,6.8,15,25.4,35,59.3,,0,3,5.1,2,3.4,31,,0,4,12.9,4,12.9,21,67.7,,0,1,3.2,1,3.2,28,,0,,0,,39.3,11,50,14,0,,7.1,2,3.6
2011,IBANDA,BIGYERA HALL,171,,0,6,3.5,29,17,121,70.8,,0,9,5.3,6,3.5,72,,0,1,1.4,10,13.9,51,70.8,,0,6,8.3,4,5.6,99,,0,,5.1,5,19.2,19,70.7,70,0,,3,3,2
2011,IBANDA,KAGONGO PARENTS SCHOOL,112,,0,17,15.2,34,30.4,54,48.2,,0,1,0.9,6,5.4,51,,0,6,11.8,17,33.3,25,49,,0,1,2,2,3.9,61,,0,,18,11,27.9,17,47.5,29,0,,0,,6.6
2011,IBANDA,KIJONGO HIGH SCHOOL,22,,0,1,4.5,6,27.3,11,50,,0,2,9.1,2,9.1,6,,0,,0,1,16.7,3,50,,0,2,33.3,,0,16,,0,,6.3,1,31.3,5,50,8,0,,0,,12.5
2011,IBANDA,"MPASHA SECONDARY SCHOOL,IBANDA",10,,0,1,10,4,40,2,20,,0,,0,3,30,1,,0,,0,,0,1,100,,0,,0,,0,9,,0,,11.1,1,44.4,4,11.1,1,0,,0,,33.3
2011,IBANDA,"NSASI SECONDARY SCHOOL,IBANDA",14,,0,,0,5,35.7,9,64.3,,0,,0,,0,4,,0,,0,2,50,2,50,,0,,0,,0,10,,0,,0,,30,3,70,7,0,,0,,0
2011,IBANDA,RYABATENGA SECONDARY SCHOOL,23,,0,1,4.3,4,17.4,16,69.6,,0,2,8.7,,0,8,,0,,0,1,12.5,6,75,,0,1,12.5,,0,15,,0,,6.7,1,20,3,66.7,10,0,,6.7,1,0
2011,KAMULI  ,"GREEN HILL COLLEGE,BULOPA",49,,0,7,14.3,19,38.8,19,38.8,,0,2,4.1,2,4.1,21,,0,1,4.8,8,38.1,10,47.6,,0,1,4.8,1,4.8,28,,0,,21.4,6,39.3,11,32.1,9,0,,3.6,1,3.6
2011,KAMULI  ,KABUKYE SECONDARY SCHOOL,89,,0,2,2.2,16,18,54,60.7,,0,11,12.4,6,6.7,29,,0,1,3.4,5,17.2,18,62.1,,0,4,13.8,1,3.4,60,,0,,1.7,1,18.3,11,60,36,0,,11.7,7,8.3
